,time,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
135,135,1.36,10.200000000000001,2.992,7.072,8.432,10.200000000000001,9.928,9.656,8.976,4.08,4.624,13.056000000000001,9.656,6.5280000000000005,3.8080000000000003,1.768,13.464,5.712,2.312,13.464,12.376
136,136,13.837,2.055,5.7540000000000004,11.508000000000001,13.700000000000001,9.042,0.41100000000000003,0.274,0.8220000000000001,10.412,12.604000000000001,2.329,9.727,5.206,6.0280000000000005,3.0140000000000002,10.686,11.371,0.274,0.8220000000000001,5.206
137,137,0.41400000000000003,3.174,5.106,2.484,12.282,6.072,5.934,8.97,13.386000000000001,12.282,12.696,1.794,2.622,5.5200000000000005,8.832,11.73,2.622,6.21,8.142,1.794,11.178
138,138,5.282,2.085,2.641,13.205,11.537,8.757,7.923,13.483,2.641,3.197,2.363,4.865,10.147,6.394,8.618,8.062,0.973,6.1160000000000005,13.483,4.726,3.475
139,139,7.140000000000001,11.9,4.2,12.46,9.94,3.36,7.28,12.88,1.26,14.0,7.5600000000000005,12.74,8.4,2.8000000000000003,4.76,3.7800000000000002,5.74,5.88,10.5,12.88,7.140000000000001
140,140,10.998000000000001,4.371,4.5120000000000005,1.551,6.627,13.395,9.165000000000001,2.3970000000000002,3.525,4.6530000000000005,9.588000000000001,12.267,1.692,10.434000000000001,13.959,4.23,1.41,4.6530000000000005,11.139,8.883000000000001,11.562
141,141,12.212,0.14200000000000002,9.514,10.508000000000001,9.798,3.834,4.828,14.200000000000001,4.5440000000000005,2.698,7.242,7.384,0.994,11.644,5.396,4.26,12.07,2.13,2.556,3.408,0.71
142,142,8.008000000000001,8.58,8.58,5.291,2.145,1.859,10.868,9.581,1.0010000000000001,9.009,6.4350000000000005,12.870000000000001,13.585,9.438,13.156,0.715,7.722,5.148,10.582,11.869,0.715
143,143,13.248000000000001,10.8,9.216000000000001,8.208,8.208,9.792,9.504,8.64,14.4,7.488,10.944,3.024,7.92,8.784,11.088000000000001,2.3040000000000003,8.64,2.736,11.952,1.008,7.488
144,144,10.005,8.41,8.700000000000001,5.365,3.625,6.235,5.51,3.915,8.555,3.625,14.355,8.700000000000001,6.67,6.09,8.265,7.3950000000000005,11.31,5.945,2.9,1.45,13.485
145,145,2.482,5.694,12.994,1.46,10.950000000000001,10.658,2.19,14.162,6.862,6.132000000000001,8.322000000000001,6.716,2.92,10.658,4.8180000000000005,6.424,4.38,5.402,6.2780000000000005,9.198,8.906
146,146,4.557,1.764,14.553,0.882,1.176,13.524000000000001,1.176,14.700000000000001,0.147,7.497,1.323,12.642,5.439,14.259,3.528,3.087,2.058,2.646,7.203,4.116,4.998
147,147,11.1,1.036,12.284,4.44,11.1,4.884,8.88,14.8,7.104,3.404,2.664,3.108,2.22,9.620000000000001,11.248000000000001,8.88,12.136000000000001,5.92,8.436,1.036,5.328
148,148,2.831,7.301,3.576,12.218,7.748,8.791,0.447,0.149,4.768,10.281,9.983,2.98,0.149,10.877,8.344,10.43,11.473,7.152,2.533,5.066,8.791
149,149,3.15,7.3500000000000005,1.35,12.15,8.85,11.700000000000001,11.55,15.0,5.55,12.450000000000001,4.05,9.450000000000001,3.9,6.9,10.05,7.05,11.700000000000001,4.5,5.55,10.8,11.85
150,150,6.946,10.419,1.963,2.265,0.453,2.869,5.889,9.362,13.439,6.04,2.567,0.151,11.476,0.604,7.852,0.906,13.288,7.852,5.285,14.043000000000001,10.721
151,151,10.64,11.856,5.6240000000000006,9.88,5.776,14.744,14.136000000000001,1.976,5.776,3.952,11.552,8.512,1.824,6.5360000000000005,12.312,10.64,13.984,5.016,1.216,4.864,3.8000000000000003
152,152,0.612,8.874,10.404,14.994,5.049,14.076,14.841000000000001,1.377,11.934000000000001,2.295,7.038,3.519,14.076,0.918,1.683,7.497,9.333,6.885,9.18,4.896,7.191
153,153,5.852,9.856,6.16,9.856,13.552,6.16,4.774,14.63,13.244,12.166,1.078,5.39,3.388,6.776,11.396,10.01,9.394,4.312,1.3860000000000001,0.154,15.092
154,154,6.045,14.57,7.285,3.565,7.75,13.64,8.215,0.62,6.355,1.085,3.875,9.455,12.71,6.355,12.865,15.345,9.765,1.395,1.24,11.315,0.31
155,155,12.636000000000001,14.508000000000001,9.984,4.524,9.204,10.452,5.928,1.4040000000000001,0.624,12.792,0.312,11.856,14.040000000000001,4.992,3.588,0.624,8.268,3.744,5.928,9.984,4.368
156,156,13.188,10.833,9.891,13.188,5.024,9.577,11.147,3.14,1.727,15.700000000000001,7.065,0.628,8.321,0.628,8.792,4.553,1.57,5.966,15.386000000000001,3.9250000000000003,12.56
157,157,12.166,8.374,3.7920000000000003,9.006,6.7940000000000005,12.324,2.212,15.8,3.318,15.168000000000001,3.7920000000000003,9.006,6.0040000000000004,8.69,6.478,12.324,1.106,3.7920000000000003,1.738,1.264,9.638
158,158,11.925,15.582,10.017,7.632000000000001,8.427,8.427,10.176,4.134,5.883,5.406,10.812,3.657,8.586,2.226,14.151,1.59,3.8160000000000003,13.356,10.335,4.293,5.724
159,159,5.92,10.72,1.6,5.44,11.68,13.92,0.64,12.16,8.96,1.28,5.28,8.16,2.24,3.84,12.96,10.88,12.48,12.96,5.44,14.4,9.28
160,160,4.025,10.948,16.1,13.685,0.644,8.533,5.474,13.041,11.914,0.644,14.168000000000001,11.753,4.83,4.025,16.261,4.508,12.558,15.778,14.329,5.957,10.948
161,161,14.094,0.972,4.212,7.128,8.748,10.854000000000001,9.72,11.502,6.48,3.726,1.1340000000000001,5.67,13.932,11.664,8.262,15.066,4.212,13.284,1.296,16.038,9.072000000000001
162,162,5.216,5.216,7.987,7.172,3.749,1.956,8.639,10.921,9.128,13.855,8.639,0.8150000000000001,13.855,3.423,3.586,0.978,9.943,12.714,15.159,3.749,10.595
163,163,8.528,1.804,0.8200000000000001,16.236,4.5920000000000005,10.168000000000001,6.0680000000000005,11.152000000000001,12.956,13.120000000000001,14.924,8.528,4.428,4.1,10.332,4.428,14.596,2.46,8.2,16.072,13.120000000000001
164,164,5.61,7.425,13.530000000000001,5.445,7.095,14.19,14.19,10.56,4.62,10.725,9.075000000000001,13.365,15.51,2.805,3.1350000000000002,0.99,10.56,8.91,13.695,2.97,0.8250000000000001
165,165,7.968,7.636,15.106,7.138,7.304,11.952,4.648,2.49,15.77,15.438,4.814,2.158,14.94,11.288,12.284,7.138,15.604000000000001,0.664,7.47,15.272,3.818
166,166,12.692,1.5030000000000001,13.193,6.68,13.694,1.67,8.684000000000001,3.674,9.018,12.859,12.692,0.501,11.022,6.513,2.338,11.022,2.1710000000000003,3.173,12.692,0.668,8.016
167,167,2.688,4.5360000000000005,9.072000000000001,4.5360000000000005,16.632,6.048,11.424,14.280000000000001,10.92,15.96,14.448,4.5360000000000005,11.928,8.736,2.52,14.616,11.76,7.224,16.632,1.344,15.288
168,168,8.45,7.267,0.676,5.239,8.619,0.338,2.197,9.464,4.056,9.802,8.788,4.056,4.563,14.703000000000001,9.464,2.704,12.168000000000001,10.647,14.365,8.788,12.675
169,169,1.36,6.63,13.77,11.56,8.67,7.3100000000000005,7.65,15.3,4.93,13.43,15.98,5.2700000000000005,1.02,10.71,6.97,11.39,14.620000000000001,1.7,1.19,17.17,14.620000000000001
170,170,8.55,2.565,15.732000000000001,5.643,6.327,8.037,7.011,2.052,12.996,13.338000000000001,12.996,1.71,14.364,8.037,14.364,11.799,11.97,17.1,13.338000000000001,5.472,15.561
171,171,9.976,16.856,5.676,14.792,9.116,15.136000000000001,3.096,11.18,12.9,10.664,12.9,7.912,8.256,0.516,1.8920000000000001,9.976,16.512,11.524000000000001,0.516,16.512,16.512
172,172,4.325,11.418000000000001,12.456,0.17300000000000001,5.017,6.228,11.418000000000001,7.785,3.806,12.283,5.5360000000000005,14.013,17.3,2.076,4.844,0.34600000000000003,7.785,3.979,16.435,3.287,1.557
173,173,5.22,17.226,13.224,16.53,12.528,3.306,1.3920000000000001,17.400000000000002,1.74,8.526,4.3500000000000005,12.354000000000001,13.92,9.048,9.048,17.574,15.486,7.656000000000001,2.958,3.132,10.962
174,174,5.95,17.675,10.85,17.150000000000002,0.35000000000000003,16.8,7.0,13.475,10.15,0.875,9.625,10.325000000000001,3.5,15.225,3.6750000000000003,7.7,9.975,2.275,16.625,3.5,5.6000000000000005
175,175,3.872,6.864,4.224,9.328,5.104,7.216,8.976,6.336,15.84,8.096,14.256,3.696,13.552,11.616,11.44,9.68,8.8,8.448,10.208,16.192,9.328
176,176,3.186,7.257000000000001,12.213000000000001,6.018,12.744,14.691,17.523,8.673,11.505,1.77,5.133,2.6550000000000002,9.381,2.832,7.611,11.859,15.576,8.496,17.169,17.7,3.186
177,177,5.8740000000000006,14.774000000000001,16.376,6.764,9.968,2.314,7.654,11.392,11.392,17.266000000000002,8.366,12.816,2.314,13.35,3.382,8.544,1.78,7.654,4.272,10.502,5.518
178,178,7.339,8.950000000000001,12.351,9.308,14.32,12.530000000000001,3.222,13.604000000000001,1.611,11.814,5.907,8.234,15.931000000000001,0.895,15.752,8.234,16.289,15.215,2.685,10.919,5.37
179,179,9.0,16.38,7.74,7.92,1.26,1.8,6.48,5.22,7.92,2.16,14.4,7.2,9.9,13.5,11.16,0.18,10.08,7.5600000000000005,11.700000000000001,11.700000000000001,6.3
180,180,13.575000000000001,9.412,16.29,5.973,8.145,16.471,11.946,4.706,2.715,15.747,11.403,0.724,2.353,10.498,15.566,7.059,10.679,1.086,5.792,5.973,3.982
181,181,1.6380000000000001,10.556000000000001,15.652000000000001,14.378,3.2760000000000002,17.108,0.546,11.466000000000001,6.5520000000000005,10.92,3.094,15.106,1.6380000000000001,0.182,9.282,17.108,11.83,13.65,13.286,3.64,6.916
182,182,12.627,9.882,6.588,11.529,6.405,15.738,10.248,12.261000000000001,11.529,12.993,10.797,14.64,9.699,13.725,8.235,16.47,1.83,8.418000000000001,9.15,5.307,16.287
183,183,4.6000000000000005,12.88,5.888,6.992,4.416,9.752,15.088000000000001,3.864,10.856,14.536,5.888,17.48,14.72,13.616,18.400000000000002,11.408,16.192,0.736,0.552,5.152,6.44
184,184,17.205000000000002,2.59,0.185,12.025,2.775,7.955,1.295,3.8850000000000002,10.545,7.585,14.43,11.285,14.06,17.76,2.775,12.950000000000001,2.4050000000000002,15.17,8.88,1.295,5.55
185,185,6.696,9.3,14.136000000000001,13.392,16.368000000000002,2.418,16.182,5.58,5.022,5.022,13.764000000000001,13.578,18.6,7.2540000000000004,13.392,11.718,3.5340000000000003,2.232,5.952,16.926000000000002,18.228
186,186,10.285,11.968,2.057,5.797,12.529,1.87,14.212,8.602,12.342,1.309,6.3580000000000005,1.87,8.602,2.618,1.87,18.513,13.464,18.887,9.724,12.903,4.675
187,187,7.896,0.376,6.392,15.416,13.348,2.632,5.452,13.348,7.332,1.504,4.324,18.8,7.5200000000000005,6.204,9.776,12.596,18.988,18.612000000000002,4.136,11.092,16.168
188,188,12.852,1.512,3.591,13.041,5.292,1.8900000000000001,14.742,18.711000000000002,7.7490000000000006,5.67,8.883000000000001,0.5670000000000001,18.711000000000002,5.67,16.443,4.5360000000000005,8.505,4.347,2.079,6.048,12.096
189,189,10.07,1.71,13.68,0.76,7.03,3.04,0.5700000000000001,15.58,9.31,18.81,0.38,3.23,5.7,16.72,3.8000000000000003,9.5,5.7,15.96,18.81,1.33,7.98
190,190,5.348,10.505,4.011,6.494,17.763,7.831,13.370000000000001,14.898,12.606,1.528,15.089,7.067,17.19,19.1,6.303,12.415000000000001,4.5840000000000005,16.808,7.258,19.291,13.943
191,191,19.008,7.872,4.6080000000000005,9.984,9.408,6.144,12.096,3.84,1.92,13.44,8.448,11.52,6.5280000000000005,2.496,8.448,8.448,5.5680000000000005,9.792,15.168000000000001,2.496,15.936
192,192,15.633000000000001,1.158,0.772,6.176,2.123,13.703,1.351,15.633000000000001,9.264,15.054,17.563,2.316,9.457,12.352,12.738,14.475,2.509,11.387,10.615,4.439,1.93
193,193,2.716,17.46,5.82,4.074,1.552,11.058,14.55,12.222,15.326,1.94,5.432,15.326,9.118,6.402,13.968,19.400000000000002,13.386000000000001,3.686,3.298,6.79,2.134
194,194,7.605,2.34,5.265,10.335,11.700000000000001,1.17,13.26,1.7550000000000001,7.995,7.995,3.9,11.505,14.625,7.41,7.41,1.17,11.31,1.17,11.505,1.17,13.065
195,195,0.196,13.132,0.196,11.76,13.72,11.956,14.700000000000001,4.704,10.584,3.332,4.116,10.584,17.64,7.644,15.484,11.564,11.76,15.092,6.664,5.096,7.448
196,196,1.7730000000000001,4.925,10.047,0.591,0.394,8.471,3.152,1.182,3.743,7.289000000000001,6.304,6.107,14.184000000000001,5.122,4.925,6.304,3.5460000000000003,10.047,4.531,8.471,5.91
197,197,15.048,7.524,5.5440000000000005,15.444,14.454,1.782,15.84,10.89,9.306000000000001,10.494,16.038,4.752,7.3260000000000005,10.89,16.038,8.118,11.88,1.188,16.236,1.584,13.266
198,198,1.99,10.348,10.149000000000001,18.308,10.547,16.318,1.7910000000000001,8.955,1.393,10.945,17.91,19.303,14.925,15.92,13.93,2.587,1.194,13.93,4.179,10.547,9.154
199,199,20.0,8.2,14.8,9.200000000000001,1.8,18.400000000000002,18.6,16.0,13.6,8.0,9.4,10.4,1.2,9.6,16.0,9.200000000000001,11.6,18.8,11.0,4.6000000000000005,1.6
200,200,20.1,9.045,15.678,9.045,13.869,6.633,8.442,3.015,2.412,1.809,11.658,8.241,1.0050000000000001,10.251,15.477,20.1,9.246,3.015,7.035,6.8340000000000005,16.482
201,201,17.574,1.212,19.392,15.15,3.636,1.212,11.11,1.01,9.898,3.838,9.292,7.878,6.0600000000000005,18.584,11.11,0.606,15.554,5.8580000000000005,4.242,14.948,6.464
202,202,11.571,10.15,11.368,10.15,8.729000000000001,7.714,20.503,2.436,15.834,9.541,10.15,18.067,17.052,11.977,7.308,12.789,4.872,14.819,15.834,13.398,19.285
203,203,2.856,2.244,15.3,7.752,7.548,0.40800000000000003,19.38,17.748,13.464,9.384,18.36,15.3,17.952,3.876,9.792,20.604,10.812,7.140000000000001,19.788,4.284,4.896
204,204,9.84,11.48,11.275,6.5600000000000005,10.66,0.615,5.535,16.195,19.68,6.355,12.505,1.435,8.815,14.35,4.1,4.51,0.615,3.075,16.4,7.38,4.715
205,205,5.768,15.862,13.184000000000001,5.974,2.472,1.854,14.42,2.472,2.06,17.922,7.0040000000000004,18.746,5.562,7.0040000000000004,3.09,7.0040000000000004,13.184000000000001,9.682,5.356,12.772,19.158
206,206,7.245,4.347,13.662,13.662,11.178,3.519,17.595,15.525,6.21,3.105,14.697000000000001,1.242,19.251,14.697000000000001,18.837,6.003,5.589,8.487,19.044,10.557,11.592
207,207,0.624,18.72,11.232000000000001,4.992,3.12,20.176000000000002,20.176000000000002,10.192,7.904,16.224,3.12,3.3280000000000003,12.896,2.912,13.728,1.456,6.032,17.056,8.736,13.728,0.8320000000000001
208,208,6.688,0.209,2.717,13.167,16.929000000000002,10.032,5.434,17.347,13.585,7.315,7.7330000000000005,1.254,5.434,15.675,16.302,17.138,10.241,20.482,6.479,18.392,17.556
209,209,0.21,2.31,6.09,12.6,10.92,11.13,20.16,11.34,8.82,2.73,10.290000000000001,11.76,13.02,1.05,19.740000000000002,11.34,16.8,8.82,5.88,0.63,5.25
210,210,16.247,10.761000000000001,9.706,12.027000000000001,9.495000000000001,7.807,6.541,18.990000000000002,15.614,8.229000000000001,12.027000000000001,0.844,4.431,5.486,15.825000000000001,17.513,5.486,12.449,7.385,16.247,9.284
211,211,0.636,12.084,18.868000000000002,1.484,19.928,12.508000000000001,3.18,10.812,20.988,9.116,8.268,20.14,16.112000000000002,6.784,6.572,19.716,3.604,16.536,3.18,9.540000000000001,19.504
212,212,2.769,5.751,8.307,2.556,13.419,20.874,4.899,0.639,2.556,7.668,18.318,17.466,3.408,5.751,3.621,6.816,15.549,4.686,14.484,15.975,19.17
213,213,19.26,20.758,5.3500000000000005,11.342,8.56,17.762,12.84,19.688,2.14,13.268,6.42,11.342,12.626,20.758,10.058,18.832,18.19,1.498,8.774000000000001,1.498,18.618000000000002
214,214,4.73,4.945,20.21,6.0200000000000005,16.77,11.61,9.46,11.395,18.490000000000002,0.645,6.0200000000000005,2.58,4.3,14.835,17.845,9.245000000000001,14.620000000000001,18.490000000000002,2.795,13.545,3.87
215,215,7.992,5.4,15.336,20.52,6.696,13.176,1.08,4.104,18.576,17.928,11.448,4.104,19.224,17.064,18.144000000000002,4.104,19.008,1.08,8.208,14.904,20.736
216,216,13.888,5.425,4.557,17.577,4.9910000000000005,2.387,15.19,20.615000000000002,3.255,10.633000000000001,4.9910000000000005,21.7,1.5190000000000001,3.689,8.463000000000001,13.888,2.17,13.237,14.105,7.378,8.68
217,217,21.364,1.744,19.838,8.502,16.786,14.824,21.582,2.616,15.696,15.478,13.734,16.568,17.44,15.914,16.132,17.876,15.042,11.554,1.09,12.862,11.772
218,218,12.702,1.5330000000000001,20.586000000000002,21.024,4.38,19.053,6.132000000000001,3.504,21.900000000000002,1.971,2.19,21.900000000000002,10.074,6.351,9.855,1.314,15.111,12.921000000000001,3.723,13.797,9.855
219,219,12.98,9.9,2.2,12.76,22.22,9.24,1.76,1.1,1.1,2.42,18.26,3.3000000000000003,7.92,19.580000000000002,15.84,13.200000000000001,17.6,5.28,1.1,16.94,5.94
220,220,14.807,6.188,17.901,11.271,4.199,4.42,5.083,17.901,6.409,14.586,3.315,7.293,19.448,7.735,17.017,11.713000000000001,17.238,11.271,7.293,17.901,3.978
221,221,16.65,1.998,8.88,20.646,14.43,5.55,15.984,8.214,15.762,20.424,0.222,10.878,12.876,0.444,22.2,6.216,19.536,2.22,9.102,2.22,8.88
222,222,16.279,12.042,2.676,8.474,2.899,16.725,1.784,13.157,15.833,15.164,19.401,8.251,13.157,0.892,1.784,11.596,13.826,12.711,14.049,22.3,1.115
223,223,0.448,9.632,16.128,20.16,5.6000000000000005,2.688,8.512,17.472,3.8080000000000003,3.8080000000000003,4.704,7.84,15.68,21.28,12.32,16.8,13.216000000000001,21.056,18.368000000000002,5.6000000000000005,19.712
224,224,1.125,8.1,1.8,5.8500000000000005,7.875,14.175,19.575,15.525,1.575,8.1,21.375,19.125,4.275,16.425,11.700000000000001,5.175,8.325,2.25,15.75,12.825000000000001,13.05
225,225,13.56,3.842,13.786,10.396,21.47,4.972,11.3,18.306,20.566,13.334,18.984,17.176000000000002,13.786,15.368,7.684,14.012,13.334,21.244,15.82,2.0340000000000003,4.972
226,226,11.577,11.804,5.902,10.215,14.074,2.043,22.7,21.792,17.933,8.172,8.853,4.313,19.068,4.994,9.08,16.571,10.442,5.448,12.031,19.976,17.252
227,227,23.028000000000002,16.644000000000002,16.644000000000002,18.012,6.84,13.908,9.120000000000001,14.136000000000001,10.716000000000001,7.752,15.276,20.52,2.736,12.084,4.5600000000000005,10.032,7.98,15.732000000000001,22.116,13.224,10.944
228,228,17.404,11.679,1.374,0.687,5.7250000000000005,1.603,1.603,13.282,7.7860000000000005,7.099,21.526,17.175,1.603,8.473,9.618,2.519,14.427,22.213,7.7860000000000005,8.702,22.900000000000002
229,229,9.89,17.94,11.5,17.02,9.43,12.42,19.09,14.030000000000001,2.7600000000000002,22.54,20.7,2.07,19.32,2.5300000000000002,3.91,7.36,22.77,2.5300000000000002,2.07,18.86,21.85
230,230,3.696,5.082,12.012,6.468,6.699,0.462,3.696,4.62,0.231,7.392,2.7720000000000002,4.851,4.158,6.006,10.857000000000001,2.541,20.328,14.784,16.17,16.863,13.629
231,231,22.736,6.496,3.016,23.432000000000002,14.152000000000001,22.272000000000002,5.336,16.704,20.416,1.856,14.848,1.3920000000000001,23.2,15.776,22.272000000000002,21.576,17.400000000000002,17.400000000000002,19.024,1.624,1.856
232,232,22.834,22.368000000000002,19.106,7.689,21.669,1.3980000000000001,3.262,18.64,1.165,22.368000000000002,2.33,12.582,16.776,5.359,4.194,9.786,22.135,17.708000000000002,17.242,11.883000000000001,10.485
233,233,4.212,4.212,5.6160000000000005,7.0200000000000005,7.488,11.466000000000001,5.6160000000000005,18.486,16.38,9.36,18.018,15.912,15.21,7.2540000000000004,22.932000000000002,20.826,12.168000000000001,6.5520000000000005,7.488,6.5520000000000005,21.294
234,234,21.385,3.29,12.455,22.56,10.34,18.8,1.41,7.5200000000000005,2.115,15.51,13.865,11.28,8.225,23.03,15.745000000000001,6.815,5.64,10.105,22.325,23.03,14.335
235,235,0.23600000000000002,10.148,23.6,13.924,20.296,14.396,17.936,20.296,12.744,14.16,5.664,2.596,12.744,23.364,0.708,18.408,10.856,14.868,14.632,15.34,17.7
236,236,17.775000000000002,17.775000000000002,18.249,18.96,7.5840000000000005,20.619,18.486,9.006,13.035,15.168000000000001,16.59,19.197,11.613,18.723,2.844,19.197,4.266,21.093,11.85,15.879,16.827
237,237,4.998,1.9040000000000001,15.47,10.948,8.092,11.424,2.618,4.046,0.23800000000000002,23.562,12.852,24.038,4.76,20.944,8.33,14.280000000000001,20.23,23.324,18.564,0.9520000000000001,19.754
238,238,19.598,5.9750000000000005,20.793,7.648000000000001,7.17,23.900000000000002,9.082,14.818,9.321,13.623000000000001,20.793,9.321,9.321,21.032,5.019,21.032,2.868,12.906,17.447,17.208000000000002,22.705000000000002
239,239,3.12,7.68,19.44,2.64,0.96,21.6,4.5600000000000005,5.04,15.120000000000001,24.240000000000002,10.32,16.080000000000002,3.84,2.16,13.200000000000001,9.36,16.8,20.64,20.64,11.76,4.08
240,240,1.205,3.615,19.762,18.798000000000002,18.798000000000002,24.1,4.82,20.485,10.604000000000001,0.482,11.086,20.244,6.266,15.665000000000001,22.654,3.133,3.374,14.942,5.3020000000000005,7.23,19.039
241,241,17.908,19.118000000000002,18.150000000000002,10.164,10.164,5.566,8.228,19.844,6.534,19.36,18.150000000000002,5.566,1.21,5.808,4.598,14.762,16.456,23.958000000000002,9.196,6.05,4.598
242,242,7.533,21.384,6.561,20.898,24.057000000000002,3.645,10.206,22.356,1.215,18.954,0.243,5.346,8.505,23.814,11.907,20.655,21.141000000000002,0.243,22.113,14.094,10.206
243,243,3.172,23.424,18.544,21.472,13.42,21.716,20.740000000000002,11.468,3.416,22.692,15.372,11.224,5.856,23.18,8.296,3.66,22.204,9.516,10.248,17.568,6.1000000000000005
244,244,15.68,11.515,5.635,8.085,18.865000000000002,3.185,19.11,16.17,10.045,14.945,6.37,1.225,19.355,23.275000000000002,13.23,11.515,6.37,5.635,11.27,21.315,15.68
245,245,15.006,14.514000000000001,9.84,3.69,24.6,3.198,11.07,8.118,12.792,6.888,10.578,2.46,2.46,18.45,22.632,6.15,1.476,14.022,4.182,22.878,9.594
246,246,19.266000000000002,18.525000000000002,11.856,6.422,19.76,0.247,8.398,8.645,16.796,20.748,0.741,9.88,11.609,18.278,20.501,11.362,13.338000000000001,22.971,20.995,8.151,5.434
247,247,23.312,15.376,10.168000000000001,9.672,1.24,3.224,20.584,11.904,3.472,20.832,25.048000000000002,13.144,15.376,10.912,7.688,0.496,11.904,12.152000000000001,16.616,1.488,4.464
248,248,13.446,4.98,8.466,17.43,2.739,18.426000000000002,20.916,18.426000000000002,16.434,17.928,7.221,5.229,17.43,6.2250000000000005,22.659,6.2250000000000005,15.189,7.221,16.434,0.249,13.446
249,249,1.25,13.0,6.0,5.0,16.25,12.5,23.25,17.0,18.0,3.25,23.0,2.5,5.5,9.0,3.5,20.0,23.0,1.25,1.0,17.25,20.0
250,250,23.845,17.821,23.845,14.809000000000001,17.068,18.072,8.534,19.578,7.0280000000000005,13.554,21.335,6.024,11.797,2.259,4.267,20.331,17.821,8.032,4.016,2.008,12.801
251,251,18.648,12.6,6.3,13.356,21.672,7.5600000000000005,18.144000000000002,14.868,15.624,22.428,4.788,2.2680000000000002,14.616,5.5440000000000005,8.568,16.632,19.908,1.008,10.836,9.072000000000001,24.696
252,252,7.337,12.903,24.035,20.240000000000002,22.517,17.457,22.517,6.072,19.987000000000002,22.011,12.65,1.012,4.554,18.216,23.529,3.5420000000000003,13.662,2.783,14.168000000000001,19.987000000000002,23.529
253,253,2.286,17.78,13.462,0.762,1.27,19.05,20.828,4.3180000000000005,18.288,5.3340000000000005,4.572,6.604,6.096,24.638,8.89,14.478,15.494,18.034,22.86,24.638,2.54
254,254,9.18,11.73,17.34,12.24,20.400000000000002,3.06,13.515,22.695,0.765,6.375,24.48,2.805,0.51,19.38,18.87,2.805,1.2750000000000001,3.315,25.755,18.105,12.75
255,255,10.24,2.816,18.432000000000002,4.096,20.48,18.688,20.736,0.768,20.224,2.56,3.072,7.936,22.528,17.92,13.056000000000001,11.264,20.992,13.824,2.56,3.3280000000000003,12.032
256,256,14.906,10.28,9.252,7.196,12.079,9.509,24.929000000000002,12.079,21.331,7.71,23.387,6.682,15.934000000000001,19.789,6.425,1.028,22.359,12.85,7.71,18.504,2.827
257,257,18.318,25.542,18.834,11.094,12.9,24.252,21.414,2.58,22.704,9.546,19.608,23.22,25.026,25.284,24.51,8.772,13.932,10.836,21.672,7.224,26.058
258,258,1.554,17.353,23.828,20.461000000000002,18.13,2.072,17.094,25.900000000000002,2.072,22.274,18.907,23.051000000000002,20.72,4.662,20.979,1.295,19.425,22.274,11.137,5.18,1.554
259,259,24.18,5.2,13.52,11.96,8.58,21.580000000000002,18.2,10.66,19.76,18.72,11.96,24.18,7.0200000000000005,18.98,5.72,10.92,5.72,2.08,16.9,13.26,1.82
260,260,25.578,25.056,9.918000000000001,3.654,25.056,14.355,19.314,18.009,19.575,3.3930000000000002,22.707,5.742,24.012,7.047,24.273,19.314,16.965,24.273,25.056,17.748,4.9590000000000005
261,261,0.262,26.462,12.052,14.934000000000001,20.436,16.506,23.580000000000002,9.432,19.388,6.288,1.31,21.484,22.794,9.694,24.104,17.816,15.72,6.288,16.768,11.528,8.122
262,262,4.208,3.9450000000000003,9.994,21.303,7.364,6.838,7.101,11.835,7.364,26.037,16.043,18.673000000000002,4.734,1.841,14.991,3.9450000000000003,25.248,3.682,7.890000000000001,19.199,15.254
263,263,26.136,3.432,21.648,11.616,19.008,18.216,12.936,13.728,10.296,21.384,13.992,15.576,0.264,16.104,8.976,17.16,19.8,12.672,11.88,14.256,2.376
264,264,1.59,1.325,19.080000000000002,11.66,3.18,7.155,25.44,13.25,12.455,16.165,13.780000000000001,24.91,20.67,11.13,26.235,7.95,8.215,7.95,10.07,15.370000000000001,22.26
265,265,20.748,25.536,26.068,7.182,19.95,2.394,25.27,17.29,26.866,13.3,11.97,25.004,22.61,26.866,25.802,14.63,1.33,14.896,9.576,23.674,11.97
266,266,16.821,7.2090000000000005,16.02,23.763,25.632,17.088,17.088,4.005,14.418000000000001,10.146,16.02,2.403,6.141,5.34,2.67,13.617,11.748000000000001,12.282,4.806,22.428,18.957
267,267,9.916,7.5040000000000004,26.264,14.472,8.844,6.164,3.216,25.46,15.544,7.236,16.348,16.616,0.804,4.556,13.132,18.492,17.152,15.812000000000001,25.996000000000002,5.628,9.112
268,268,3.497,3.228,15.333,17.216,9.953,19.099,16.678,20.982,0.538,22.058,16.14,13.719,22.058,5.38,26.631,13.181000000000001,25.017,23.403000000000002,3.766,13.450000000000001,25.555
269,269,4.05,6.48,17.28,2.97,4.59,26.73,10.53,22.14,18.09,15.93,6.21,18.09,13.5,16.740000000000002,1.35,3.7800000000000002,19.17,5.67,26.73,4.59,22.14
270,270,19.512,8.13,24.39,26.287,21.68,21.68,16.26,11.382,1.084,26.558,5.42,15.447000000000001,12.737,2.439,19.512,17.886,2.439,15.718,20.325,15.718,23.035
271,271,6.5280000000000005,2.72,10.88,7.6160000000000005,5.44,17.136,18.496,4.896,24.48,19.312,22.848,20.128,6.256,7.344,1.9040000000000001,2.72,8.432,24.208000000000002,8.432,24.208000000000002,3.536
